((6480, 92), (6480,), (1621, 92), (1621,))
(1360, 1360, 5056)
('iter: ', 80, 0.67365823565700189)
(1376, 1376, 5040)
('iter: ', 81, 0.67180752621838369)
(1392, 1392, 5024)
('iter: ', 82, 0.68537939543491677)
(1408, 1408, 5008)
('iter: ', 83, 0.68661320172732876)
(1424, 1424, 4992)
('iter: ', 84, 0.67489204194941399)
(1440, 1440, 4976)
('iter: ', 85, 0.66440468846391121)
(1456, 1456, 4960)
('iter: ', 86, 0.68291178285009257)
(1472, 1472, 4944)
('iter: ', 87, 0.67365823565700189)
(1488, 1488, 4928)
('iter: ', 88, 0.65885256014805671)
(1504, 1504, 4912)
('iter: ', 89, 0.67180752621838369)
(1520, 1520, 4896)
('iter: ', 90, 0.6637877853177051)
(1536, 1536, 4880)
('iter: ', 91, 0.67797655768044418)
(1552, 1552, 4864)
('iter: ', 92, 0.67057371992597159)
(1568, 1568, 4848)
('iter: ', 93, 0.67489204194941399)
(1584, 1584, 4832)
('iter: ', 94, 0.67242442936458979)
(1600, 1600, 4816)
('iter: ', 95, 0.65453423812461442)
(1616, 1616, 4800)
('iter: ', 96, 0.67242442936458979)
(1632, 1632, 4784)
('iter: ', 97, 0.66563849475632331)
(1648, 1648, 4768)
('iter: ', 98, 0.67057371992597159)
(1664, 1664, 4752)
('iter: ', 99, 0.67180752621838369)
(1680, 1680, 4736)
('iter: ', 100, 0.68229487970388647)
(1696, 1696, 4720)
('iter: ', 101, 0.67982726711906227)
(1712, 1712, 4704)
('iter: ', 102, 0.67304133251079579)
(1728, 1728, 4688)
('iter: ', 103, 0.68229487970388647)
(1744, 1744, 4672)
('iter: ', 104, 0.68167797655768048)
(1760, 1760, 4656)
('iter: ', 105, 0.67921036397285628)
(1776, 1776, 4640)
('iter: ', 106, 0.68291178285009257)
(1792, 1792, 4624)
('iter: ', 107, 0.68044417026526838)
(1808, 1808, 4608)
('iter: ', 108, 0.68044417026526838)
(1824, 1824, 4592)
('iter: ', 109, 0.68537939543491677)
(1840, 1840, 4576)
('iter: ', 110, 0.67735965453423808)
(1856, 1856, 4560)
('iter: ', 111, 0.67797655768044418)
(1872, 1872, 4544)
('iter: ', 112, 0.68414558914250467)
(1888, 1888, 4528)
('iter: ', 113, 0.67365823565700189)
(1904, 1904, 4512)
('iter: ', 114, 0.67304133251079579)
(1920, 1920, 4496)
('iter: ', 115, 0.68044417026526838)
(1936, 1936, 4480)
('iter: ', 116, 0.68229487970388647)
(1952, 1952, 4464)
('iter: ', 117, 0.68723010487353486)
(1968, 1968, 4448)
('iter: ', 118, 0.68044417026526838)
(1984, 1984, 4432)
('iter: ', 119, 0.68784700801974086)
(2000, 2000, 4416)
('iter: ', 120, 0.68167797655768048)
(2016, 2016, 4400)
('iter: ', 121, 0.68352868599629857)
(2032, 2032, 4384)
('iter: ', 122, 0.67982726711906227)
(2048, 2048, 4368)
('iter: ', 123, 0.68291178285009257)
(2064, 2064, 4352)
('iter: ', 124, 0.67674275138803208)
(2080, 2080, 4336)
('iter: ', 125, 0.67797655768044418)
(2096, 2096, 4320)
('iter: ', 126, 0.67489204194941399)
(2112, 2112, 4304)
('iter: ', 127, 0.68106107341147437)
(2128, 2128, 4288)
('iter: ', 128, 0.68537939543491677)
(2144, 2144, 4272)
('iter: ', 129, 0.68167797655768048)
(2160, 2160, 4256)
('iter: ', 130, 0.68167797655768048)
(2176, 2176, 4240)
('iter: ', 131, 0.68229487970388647)
(2192, 2192, 4224)
('iter: ', 132, 0.67735965453423808)
(2208, 2208, 4208)
('iter: ', 133, 0.67119062307217769)
(2224, 2224, 4192)
('iter: ', 134, 0.67304133251079579)
(2240, 2240, 4176)
('iter: ', 135, 0.67550894509561998)
(2256, 2256, 4160)
('iter: ', 136, 0.68229487970388647)
(2272, 2272, 4144)
('iter: ', 137, 0.68167797655768048)
(2288, 2288, 4128)
('iter: ', 138, 0.68846391116594696)
(2304, 2304, 4112)
('iter: ', 139, 0.68846391116594696)
(2320, 2320, 4096)
('iter: ', 140, 0.68599629858112277)
(2336, 2336, 4080)
('iter: ', 141, 0.69524984577421345)
(2352, 2352, 4064)
('iter: ', 142, 0.69031462060456505)
(2368, 2368, 4048)
('iter: ', 143, 0.68784700801974086)
(2384, 2384, 4032)
('iter: ', 144, 0.68229487970388647)
(2400, 2400, 4016)
('iter: ', 145, 0.69154842689697715)
(2416, 2416, 4000)
('iter: ', 146, 0.69093152375077116)
(2432, 2432, 3984)
('iter: ', 147, 0.68537939543491677)
(2448, 2448, 3968)
('iter: ', 148, 0.68352868599629857)
(2464, 2464, 3952)
('iter: ', 149, 0.69648365206662555)
(2480, 2480, 3936)
('iter: ', 150, 0.68908081431215296)
(2496, 2496, 3920)
('iter: ', 151, 0.68599629858112277)
(2512, 2512, 3904)
('iter: ', 152, 0.68414558914250467)
(2528, 2528, 3888)
('iter: ', 153, 0.68723010487353486)
(2544, 2544, 3872)
('iter: ', 154, 0.68229487970388647)
(2560, 2560, 3856)
('iter: ', 155, 0.67427513880320789)
(2576, 2576, 3840)
('iter: ', 156, 0.69401603948180135)
(2592, 2592, 3824)
('iter: ', 157, 0.68969771745835906)
(2608, 2608, 3808)
('iter: ', 158, 0.68414558914250467)
(2624, 2624, 3792)
('iter: ', 159, 0.69339913633559536)
(2640, 2640, 3776)
('iter: ', 160, 0.68723010487353486)
(2656, 2656, 3760)
('iter: ', 161, 0.68167797655768048)
(2672, 2672, 3744)
('iter: ', 162, 0.68599629858112277)
(2688, 2688, 3728)
('iter: ', 163, 0.68352868599629857)
(2704, 2704, 3712)
('iter: ', 164, 0.69524984577421345)
(2720, 2720, 3696)
('iter: ', 165, 0.69401603948180135)
(2736, 2736, 3680)
('iter: ', 166, 0.69278223318938925)
(2752, 2752, 3664)
('iter: ', 167, 0.69524984577421345)
(2768, 2768, 3648)
('iter: ', 168, 0.69093152375077116)
(2784, 2784, 3632)
('iter: ', 169, 0.69586674892041944)
(2800, 2800, 3616)
('iter: ', 170, 0.68846391116594696)
(2816, 2816, 3600)
('iter: ', 171, 0.68784700801974086)
(2832, 2832, 3584)
('iter: ', 172, 0.68167797655768048)
(2848, 2848, 3568)
('iter: ', 173, 0.69648365206662555)
(2864, 2864, 3552)
('iter: ', 174, 0.68846391116594696)
(2880, 2880, 3536)
('iter: ', 175, 0.68044417026526838)
(2896, 2896, 3520)
('iter: ', 176, 0.69401603948180135)
(2912, 2912, 3504)
('iter: ', 177, 0.69031462060456505)
(2928, 2928, 3488)
('iter: ', 178, 0.68352868599629857)
(2944, 2944, 3472)
('iter: ', 179, 0.69031462060456505)
(2960, 2960, 3456)
('iter: ', 180, 0.69216533004318326)
(2976, 2976, 3440)
('iter: ', 181, 0.68291178285009257)
(2992, 2992, 3424)
('iter: ', 182, 0.68784700801974086)
(3008, 3008, 3408)
('iter: ', 183, 0.68661320172732876)
(3024, 3024, 3392)
('iter: ', 184, 0.68661320172732876)
(3040, 3040, 3376)
('iter: ', 185, 0.68352868599629857)
(3056, 3056, 3360)
('iter: ', 186, 0.68846391116594696)
(3072, 3072, 3344)
('iter: ', 187, 0.68167797655768048)
(3088, 3088, 3328)
('iter: ', 188, 0.68352868599629857)
(3104, 3104, 3312)
('iter: ', 189, 0.68352868599629857)
(3120, 3120, 3296)
('iter: ', 190, 0.68229487970388647)
(3136, 3136, 3280)
('iter: ', 191, 0.68908081431215296)
(3152, 3152, 3264)
('iter: ', 192, 0.68599629858112277)
(3168, 3168, 3248)
('iter: ', 193, 0.68167797655768048)
(3184, 3184, 3232)
('iter: ', 194, 0.68229487970388647)
(3200, 3200, 3216)
('iter: ', 195, 0.68352868599629857)
(3216, 3216, 3200)
('iter: ', 196, 0.68291178285009257)
(3232, 3232, 3184)
('iter: ', 197, 0.69031462060456505)
(3248, 3248, 3168)
('iter: ', 198, 0.67982726711906227)
(3264, 3264, 3152)
('iter: ', 199, 0.68661320172732876)
(3280, 3280, 3136)
('iter: ', 200, 0.68352868599629857)
(3296, 3296, 3120)
('iter: ', 201, 0.68229487970388647)
(3312, 3312, 3104)
('iter: ', 202, 0.68537939543491677)
(3328, 3328, 3088)
('iter: ', 203, 0.68414558914250467)
(3344, 3344, 3072)
('iter: ', 204, 0.68599629858112277)
(3360, 3360, 3056)
('iter: ', 205, 0.68414558914250467)
(3376, 3376, 3040)
('iter: ', 206, 0.68723010487353486)
(3392, 3392, 3024)
('iter: ', 207, 0.68414558914250467)
(3408, 3408, 3008)
('iter: ', 208, 0.68476249228871067)
(3424, 3424, 2992)
('iter: ', 209, 0.68352868599629857)
(3440, 3440, 2976)
('iter: ', 210, 0.68723010487353486)
(3456, 3456, 2960)
('iter: ', 211, 0.67982726711906227)
(3472, 3472, 2944)
('iter: ', 212, 0.68661320172732876)
(3488, 3488, 2928)
('iter: ', 213, 0.68229487970388647)
(3504, 3504, 2912)
('iter: ', 214, 0.68846391116594696)
(3520, 3520, 2896)
('iter: ', 215, 0.68414558914250467)
(3536, 3536, 2880)
('iter: ', 216, 0.68846391116594696)
(3552, 3552, 2864)
('iter: ', 217, 0.68414558914250467)
(3568, 3568, 2848)
('iter: ', 218, 0.68291178285009257)
(3584, 3584, 2832)
('iter: ', 219, 0.68167797655768048)
(3600, 3600, 2816)
('iter: ', 220, 0.68352868599629857)
(3616, 3616, 2800)
('iter: ', 221, 0.67550894509561998)
(3632, 3632, 2784)
('iter: ', 222, 0.68352868599629857)
(3648, 3648, 2768)
('iter: ', 223, 0.67921036397285628)
(3664, 3664, 2752)
('iter: ', 224, 0.68106107341147437)
(3680, 3680, 2736)
('iter: ', 225, 0.67982726711906227)
(3696, 3696, 2720)
('iter: ', 226, 0.67859346082665017)
(3712, 3712, 2704)
('iter: ', 227, 0.68229487970388647)
(3728, 3728, 2688)
('iter: ', 228, 0.68167797655768048)
(3744, 3744, 2672)
('iter: ', 229, 0.68537939543491677)
(3760, 3760, 2656)
('iter: ', 230, 0.68599629858112277)
(3776, 3776, 2640)
('iter: ', 231, 0.66810610734114739)
(3792, 3792, 2624)
('iter: ', 232, 0.67304133251079579)
(3808, 3808, 2608)
('iter: ', 233, 0.67612584824182609)
(3824, 3824, 2592)
('iter: ', 234, 0.67797655768044418)
(3840, 3840, 2576)
('iter: ', 235, 0.67859346082665017)
(3856, 3856, 2560)
('iter: ', 236, 0.67119062307217769)
(3872, 3872, 2544)
('iter: ', 237, 0.68476249228871067)
(3888, 3888, 2528)
('iter: ', 238, 0.68784700801974086)
(3904, 3904, 2512)
('iter: ', 239, 0.67982726711906227)
(3920, 3920, 2496)
('iter: ', 240, 0.68661320172732876)
(3936, 3936, 2480)
('iter: ', 241, 0.69154842689697715)
(3952, 3952, 2464)
('iter: ', 242, 0.68044417026526838)
(3968, 3968, 2448)
('iter: ', 243, 0.67921036397285628)
(3984, 3984, 2432)
('iter: ', 244, 0.68414558914250467)
(4000, 4000, 2416)
('iter: ', 245, 0.67797655768044418)
(4016, 4016, 2400)
('iter: ', 246, 0.68723010487353486)
(4032, 4032, 2384)
('iter: ', 247, 0.68476249228871067)
(4048, 4048, 2368)
('iter: ', 248, 0.68352868599629857)
(4064, 4064, 2352)
('iter: ', 249, 0.68167797655768048)
(4080, 4080, 2336)
('iter: ', 250, 0.68476249228871067)
(4096, 4096, 2320)
('iter: ', 251, 0.68969771745835906)
(4112, 4112, 2304)
('iter: ', 252, 0.68476249228871067)
(4128, 4128, 2288)
('iter: ', 253, 0.68106107341147437)
(4144, 4144, 2272)
('iter: ', 254, 0.68352868599629857)
(4160, 4160, 2256)
('iter: ', 255, 0.69154842689697715)
(4176, 4176, 2240)
('iter: ', 256, 0.68908081431215296)
(4192, 4192, 2224)
('iter: ', 257, 0.68723010487353486)
(4208, 4208, 2208)
('iter: ', 258, 0.67674275138803208)
(4224, 4224, 2192)
('iter: ', 259, 0.69093152375077116)
(4240, 4240, 2176)
('iter: ', 260, 0.68229487970388647)
(4256, 4256, 2160)
('iter: ', 261, 0.68661320172732876)
(4272, 4272, 2144)
('iter: ', 262, 0.69093152375077116)
(4288, 4288, 2128)
('iter: ', 263, 0.68846391116594696)
(4304, 4304, 2112)
('iter: ', 264, 0.68291178285009257)
(4320, 4320, 2096)
('iter: ', 265, 0.68167797655768048)
(4336, 4336, 2080)
('iter: ', 266, 0.69154842689697715)
(4352, 4352, 2064)
('iter: ', 267, 0.67859346082665017)
(4368, 4368, 2048)
('iter: ', 268, 0.68106107341147437)
(4384, 4384, 2032)
('iter: ', 269, 0.68723010487353486)
(4400, 4400, 2016)
('iter: ', 270, 0.67735965453423808)
(4416, 4416, 2000)
('iter: ', 271, 0.67612584824182609)
(4432, 4432, 1984)
('iter: ', 272, 0.68599629858112277)
(4448, 4448, 1968)
('iter: ', 273, 0.68291178285009257)
(4464, 4464, 1952)
('iter: ', 274, 0.69093152375077116)
(4480, 4480, 1936)
('iter: ', 275, 0.68352868599629857)
(4496, 4496, 1920)
('iter: ', 276, 0.68044417026526838)
(4512, 4512, 1904)
('iter: ', 277, 0.68599629858112277)
(4528, 4528, 1888)
('iter: ', 278, 0.68846391116594696)
(4544, 4544, 1872)
('iter: ', 279, 0.69524984577421345)
(4560, 4560, 1856)
('iter: ', 280, 0.69216533004318326)
(4576, 4576, 1840)
('iter: ', 281, 0.69093152375077116)
(4592, 4592, 1824)
('iter: ', 282, 0.69031462060456505)
(4608, 4608, 1808)
('iter: ', 283, 0.70018507094386184)
(4624, 4624, 1792)
('iter: ', 284, 0.69463294262800745)
(4640, 4640, 1776)
('iter: ', 285, 0.69771745835903765)
(4656, 4656, 1760)
('iter: ', 286, 0.69586674892041944)
(4672, 4672, 1744)
('iter: ', 287, 0.69710055521283154)
(4688, 4688, 1728)
('iter: ', 288, 0.68969771745835906)
(4704, 4704, 1712)
('iter: ', 289, 0.69648365206662555)
(4720, 4720, 1696)
('iter: ', 290, 0.69833436150524364)
(4736, 4736, 1680)
('iter: ', 291, 0.69216533004318326)
(4752, 4752, 1664)
('iter: ', 292, 0.68229487970388647)
(4768, 4768, 1648)
('iter: ', 293, 0.69524984577421345)
(4784, 4784, 1632)
('iter: ', 294, 0.69278223318938925)
(4800, 4800, 1616)
('iter: ', 295, 0.69216533004318326)
(4816, 4816, 1600)
('iter: ', 296, 0.70018507094386184)
(4832, 4832, 1584)
('iter: ', 297, 0.70080197409006784)
(4848, 4848, 1568)
('iter: ', 298, 0.69771745835903765)
(4864, 4864, 1552)
('iter: ', 299, 0.69586674892041944)
(4880, 4880, 1536)
('iter: ', 300, 0.69648365206662555)
(4896, 4896, 1520)
('iter: ', 301, 0.69278223318938925)
(4912, 4912, 1504)
('iter: ', 302, 0.69401603948180135)
(4928, 4928, 1488)
('iter: ', 303, 0.69586674892041944)
(4944, 4944, 1472)
('iter: ', 304, 0.69833436150524364)
(4960, 4960, 1456)
('iter: ', 305, 0.68537939543491677)
(4976, 4976, 1440)
('iter: ', 306, 0.69524984577421345)
(4992, 4992, 1424)
('iter: ', 307, 0.69895126465144974)
(5008, 5008, 1408)
('iter: ', 308, 0.69895126465144974)
(5024, 5024, 1392)
('iter: ', 309, 0.69771745835903765)
(5040, 5040, 1376)
('iter: ', 310, 0.69401603948180135)
(5056, 5056, 1360)
('iter: ', 311, 0.69586674892041944)
(5072, 5072, 1344)
('iter: ', 312, 0.69956816779765574)
(5088, 5088, 1328)
('iter: ', 313, 0.69771745835903765)
(5104, 5104, 1312)
('iter: ', 314, 0.69833436150524364)
(5120, 5120, 1296)
('iter: ', 315, 0.69956816779765574)
(5136, 5136, 1280)
('iter: ', 316, 0.69524984577421345)
(5152, 5152, 1264)
('iter: ', 317, 0.69586674892041944)
(5168, 5168, 1248)
('iter: ', 318, 0.70326958667489203)
(5184, 5184, 1232)
('iter: ', 319, 0.70573719925971623)
(5200, 5200, 1216)
('iter: ', 320, 0.68723010487353486)
(5216, 5216, 1200)
('iter: ', 321, 0.70141887723627394)
(5232, 5232, 1184)
('iter: ', 322, 0.70080197409006784)
(5248, 5248, 1168)
('iter: ', 323, 0.69278223318938925)
(5264, 5264, 1152)
('iter: ', 324, 0.69216533004318326)
(5280, 5280, 1136)
('iter: ', 325, 0.69710055521283154)
(5296, 5296, 1120)
('iter: ', 326, 0.70326958667489203)
(5312, 5312, 1104)
('iter: ', 327, 0.69710055521283154)
(5328, 5328, 1088)
('iter: ', 328, 0.69710055521283154)
(5344, 5344, 1072)
('iter: ', 329, 0.69586674892041944)
(5360, 5360, 1056)
('iter: ', 330, 0.69833436150524364)
(5376, 5376, 1040)
('iter: ', 331, 0.68599629858112277)
(5392, 5392, 1024)
('iter: ', 332, 0.69463294262800745)
(5408, 5408, 1008)
('iter: ', 333, 0.69524984577421345)
(5424, 5424, 992)
('iter: ', 334, 0.69154842689697715)
(5440, 5440, 976)
('iter: ', 335, 0.70265268352868604)
(5456, 5456, 960)
('iter: ', 336, 0.69154842689697715)
(5472, 5472, 944)
('iter: ', 337, 0.68969771745835906)
(5488, 5488, 928)
('iter: ', 338, 0.68846391116594696)
(5504, 5504, 912)
('iter: ', 339, 0.68846391116594696)
(5520, 5520, 896)
('iter: ', 340, 0.68846391116594696)
(5536, 5536, 880)
('iter: ', 341, 0.68784700801974086)
(5552, 5552, 864)
('iter: ', 342, 0.68969771745835906)
(5568, 5568, 848)
('iter: ', 343, 0.69401603948180135)
(5584, 5584, 832)
('iter: ', 344, 0.69833436150524364)
(5600, 5600, 816)
('iter: ', 345, 0.69710055521283154)
(5616, 5616, 800)
('iter: ', 346, 0.69278223318938925)
(5632, 5632, 784)
('iter: ', 347, 0.69339913633559536)
(5648, 5648, 768)
('iter: ', 348, 0.69648365206662555)
(5664, 5664, 752)
('iter: ', 349, 0.68661320172732876)
(5680, 5680, 736)
('iter: ', 350, 0.69710055521283154)
(5696, 5696, 720)
('iter: ', 351, 0.69401603948180135)
(5712, 5712, 704)
('iter: ', 352, 0.69524984577421345)
(5728, 5728, 688)
('iter: ', 353, 0.70203578038247993)
(5744, 5744, 672)
('iter: ', 354, 0.69154842689697715)
(5760, 5760, 656)
('iter: ', 355, 0.69154842689697715)
(5776, 5776, 640)
('iter: ', 356, 0.69339913633559536)
(5792, 5792, 624)
('iter: ', 357, 0.69154842689697715)
(5808, 5808, 608)
('iter: ', 358, 0.69524984577421345)
(5824, 5824, 592)
('iter: ', 359, 0.68908081431215296)
(5840, 5840, 576)
('iter: ', 360, 0.68476249228871067)
(5856, 5856, 560)
('iter: ', 361, 0.68599629858112277)
(5872, 5872, 544)
('iter: ', 362, 0.69031462060456505)
(5888, 5888, 528)
('iter: ', 363, 0.69154842689697715)
(5904, 5904, 512)
('iter: ', 364, 0.69586674892041944)
(5920, 5920, 496)
('iter: ', 365, 0.69833436150524364)
(5936, 5936, 480)
('iter: ', 366, 0.68291178285009257)
(5952, 5952, 464)
('iter: ', 367, 0.69216533004318326)
(5968, 5968, 448)
('iter: ', 368, 0.70265268352868604)
(5984, 5984, 432)
('iter: ', 369, 0.68661320172732876)
(6000, 6000, 416)
('iter: ', 370, 0.69524984577421345)
(6016, 6016, 400)
('iter: ', 371, 0.68599629858112277)
(6032, 6032, 384)
('iter: ', 372, 0.69093152375077116)
(6048, 6048, 368)
('iter: ', 373, 0.69093152375077116)
(6064, 6064, 352)
('iter: ', 374, 0.69154842689697715)
(6080, 6080, 336)
('iter: ', 375, 0.69648365206662555)
(6096, 6096, 320)
('iter: ', 376, 0.69031462060456505)
(6112, 6112, 304)
('iter: ', 377, 0.69216533004318326)
(6128, 6128, 288)
('iter: ', 378, 0.69586674892041944)
(6144, 6144, 272)
('iter: ', 379, 0.69895126465144974)
(6160, 6160, 256)
('iter: ', 380, 0.69401603948180135)
(6176, 6176, 240)
('iter: ', 381, 0.69216533004318326)
(6192, 6192, 224)
('iter: ', 382, 0.69339913633559536)
(6208, 6208, 208)
('iter: ', 383, 0.69093152375077116)
(6224, 6224, 192)
('iter: ', 384, 0.68414558914250467)
(6240, 6240, 176)
('iter: ', 385, 0.69154842689697715)
(6256, 6256, 160)
('iter: ', 386, 0.69710055521283154)
(6272, 6272, 144)
('iter: ', 387, 0.68661320172732876)
(6288, 6288, 128)
('iter: ', 388, 0.69278223318938925)
(6304, 6304, 112)
('iter: ', 389, 0.68784700801974086)
(6320, 6320, 96)
('iter: ', 390, 0.69586674892041944)
(6336, 6336, 80)
('iter: ', 391, 0.69154842689697715)
(6352, 6352, 64)
('iter: ', 392, 0.69278223318938925)
(6368, 6368, 48)
('iter: ', 393, 0.69710055521283154)
(6384, 6384, 32)
('iter: ', 394, 0.68599629858112277)
(6400, 6400, 16)
('iter: ', 395, 0.69154842689697715)
(6416, 6416, 0)
('iter: ', 396, 0.69278223318938925)
OUT OF RANGE 
